sentences,keywords,cluster_ID_kmeans
AmericanSniper Oscars2015 Awesome ClintEastwood BradleyCooper,"americansniper oscars2015 awesome, bradleycooper, clinteastwood",1
Oscars2015 AmericanSniper BradleyCooper  Thank you ,bradleycooper,2
I was watching the Oscars2015 for Eastwood_ American Sniper wins AcademyAwards seanhannity Oscars,"oscars, eastwood, american, academyawards",2
"My favorite quote about AmericanSniper came from Clint Eastwood himself ""We didn't make it to win awards"" CantBuyClass TheLegend","eastwood, clint eastwood, thelegend, americansniper",1
We the people choose Clint Eastwood as best director Bradley Cooper as best actor AmericanSniper as best picture ,"best director bradley cooper, bradley cooper, best actor americansniper, americansniper",2
It does not matter how the Oscars2015 voted The people of American said AmericanSniper won along with best actor BradleyCooper,"oscars2015, american, bradleycooper, americansniper",1
BREAKING AmericanSniper trial A jury found Eddie Routh GUILTY in the capital murder Chris Kyle and Chad Littlefield,"chad littlefield, capital, littlefield, chris kyle, eddie routh guilty, capital murder chris kyle",0
We will Remember U Chris Kyle Chad Littlefield              JUSTICE SERVED GUILTY AmericanSniper ,"littlefield, americansniper, u chris kyle chad littlefield, chris kyle, justice",0
AmericanSniper might not have won many awards but serving Justice to Chris Kyle's murderer is a far greater achievement than any award,"award, many awards, justice, greater achievement, chris kyle 's, murderer",0
AmericanSniperTrial Justice for Chris Kyle AmericanSniper ,"chris kyle americansniper, americansniper",1
Sentencian a cadena perpetua al asesino de Chris Kyle el AmericanSniper ,"chris kyle, americansniper, al",0
Ralph sentenced to life in prison for killing Kyle+Littlefield But Ralph still has his life AmericanSniper,"ralph, kyle+littlefield, life, americansniper",1
AmericanSniper co-star NavySEAL dauber246 KevinLacz 2morrow 845a (ET MSNBC Morning_Joe JoeNBC ChrisKyle ,"chriskyle, navyseal dauber246 kevinlacz, kevinlacz",2
Great interview by latimes with Taya Kyle ChrisKyleFrog  AmericanSniper 16th Jan ,"16th, taya kyle chriskylefrog, jan, americansniper",1
Bradley Cooper will be joining Taya Kyle in Dallas at the CKFF Benefit Screening of AmericanSniper  ,"dallas, americansniper, ckff benefit screening, ckff, ckff benefit screening of americansniper, taya kyle in",1
I'm not even surprised for American Sniper is a Clint Eastwood movie developed by Steven Spielberg that's the ultimate academy bait,"clint eastwood, clint eastwood movie, steven spielberg, sniper",2
Fed up with liberals the CSVG protesting against Chris Kyle and American Sniper is extremely disrespectful,"sniper, american, chris kyle",0
"After the next American Sniper nomination the Academy must admit -- by law -- that they are ""rock hard"" for Clint Eastwood","next american sniper nomination, law, academy, american sniper, clint eastwood",2
"Do you drink ""Only when I'm thirsty"" -Bradley Cooper American Sniper","sniper, -bradley cooper american sniper",2
American Sniper The real workouts Bradley Cooper used to prepare for his role ,"real workouts, bradley cooper, role",2
American Sniper is incredible Didn't even mind to patriotism overload Bradley cooper take a bow son,"patriotism overload bradley, bradley, son",2
American Sniper is the most heart touching and breath taker ever God bless Chris Kyle (The Legend and his family RIP,"god, chris kyle, kyle, the legend, legend, breath taker",0
AmericanSniper Wow what a great movie So thankful that Chris Kyle was on our side He's a true American Hero,"chris kyle, american hero, hero",0
American Sniper although lacking in no scopes and drop shots is hands down one of the best films I've seen RIPChrisKyle,"ripchriskyle, hands, drop shots",2
"""American Sniper"" debate A Kyle was a psychopath B Kyle displayed qualities we demand from soldiers CBoth are true (See the problem","psychopath, problem, b kyle, qualities, soldiers, a kyle",0
Bradley Cooper in American Sniper is so perfect Ugh ,"bradley cooper, ugh, american sniper",2
The real workouts Bradley Cooper used to beef up and get strong for AmericanSniper -- ,"bradley cooper, americansniper",2
Be sure to follow the Chris Kyle Frog Foundation CKFFdn AmericanSniper HonorChrisKyle PJNET,"americansniper honorchriskyle pjnet, pjnet, chris kyle",0
Just placed my vote for best director on the DGA site Which film was your favorite last year AmericanSniper ClintEastwood,"film, dga site, best director, clinteastwood, last year, dga",2
Have you seen AmericanSniper Did your theater go silent at the end We want to hear what you think of this film HonorChrisKyle,"honorchriskyle, theater, film, end",2
American Sniper Screenplay Draft [Kyle looks through scope and moves gun away from target] CHRIS KYLE Get this penis man off my screen,"penis man, chris kyle, kyle, man, american sniper screenplay draft, screen",0
Have you seen AmericanSniper Some in Hollywood have slammed the film A friend of ChrisKyle joins me next on KellyFile,"americansniper some in, hollywood, film, chriskyle, friend",1
I did an hour of research on Chris kyle after I watched American sniper,"chris kyle, sniper, american, chris",0
Attention all Punk Ass FilmMakersStop PUBLICLY shitting on OTHER FilmMakers AmericanSniper Bradley Cooper should start smacking dudes,"bradley, dudes, cooper, americansniper bradley cooper, other filmmakers americansniper bradley cooper",2
American Sniper was easily one of the best movies I've ever seen God Bless Chris Kyle,"chris kyle, kyle",0
Seth Rogen and director Michael Moore criticise Bradley Cooper movie American Sniper ,"sniper, bradley cooper, american, michael moore",2
American Sniper was a great movie and can't believe the stupidity of people insulting Chris Kyle,"chris kyle, movie, kyle, great movie",0
Bradley Cooper ate 8000 calories a day to gain 40lbs for 'American Sniper' ,"bradley cooper, day, calories, american sniper",2
American Sniper out just two weeks is 84-yr-old director Clint Eastwood's best grossing film ,"film, eastwood, director clint eastwood, clint eastwood 's, american sniper",2
Takebackthe_USA Chris Kyle loved to be an American Sniper but you know what else he loved Sucking on men's penises and making them cum,"sniper, penises, chris kyle, american, american sniper",0
those of you saying American Sniper shouldn't be glorifying Chris Kyle for all his kills make me so angry merica ,"chris kyle, kyle, american sniper",0
People that speak negatively about Chris Kyle American Sniper are the reason we have so many issues today Be glad he did his job well,"many issues, today, chris kyle, job, american sniper",0
z_blair After seeing American Sniper I had to get this wedge to rep Chris Kyle legend ,"wedge, chris kyle, american, legend, american sniper",0
"You know at some point in American Sniper's production Clint Eastwood rasped ""I'm not gonna pay no lazy-ass baby"" to a line producer","production clint eastwood, baby, lazy-ass baby, american sniper, clint eastwood",2
What does Chris Kyle's real life widow think of the AmericanSniper movie ,"chris kyle 's, movie, americansniper",0
American Sniper was phenomenal Clint Eastwood was the best director for the film,"best director, clint eastwood, film, director",2
Find out the real story behind AmericanSniper Chris Kyle -- and his tragic death ,"americansniper chris kyle -- and his, real story, americansniper chris kyle, kyle",0
"Before his death ""American Sniper"" Chris Kyle spoke about the war protecting his fellow Americans ","americans, war, chris kyle",0
On set of American Sniper 'Mr Eastwood the baby we hired for the day is sick' Clint 'Find any baby with same facial expressions as me',"baby, the day, mr eastwood, expressions, clint, same facial expressions",2
'American Sniper' Chris Kyle Was a Good Christian Man Who Did Not 'Love War' Says Widow Amid ,"love war ' says, chris kyle, good christian man, widow, love, says",0
Bradley Cooper hopes to inspire with portrayal of Chris Kyle in AmericanSniper - rickklein ,"americansniper-rickklein, chris kyle",0
TBT Conan's interview with Navy SEAL Chris Kyle the inspiration behind AmericanSniper -> ,"navy, chris kyle, americansniper->, inspiration, kyle, navy seal chris kyle",0
Saw American Sniper with Mark BernardinoMattBMcLean6F TravisMorrin SCCoachP45 No words can describe the respect I have for Chris Kyle,"words, mark bernardinomattbmclean6f travismorrin sccoachp45, chris kyle, kyle, respect",0
Finally saw AmericanSniper well written shot performed Heavy hitting Thought provoking Kudos jasonhall8675 BradleyCooper ChrisKyle,"heavy hitting thought, kudos, bradleycooper, heavy, chriskyle",2
SEAL who helped train Chris Kyle on what AmericanSniper got right -- and what it got wrong ,"chris kyle, kyle, americansniper, train chris kyle",0
'American Sniper' success could taint jury pool in trial of Chris Kyle's accused killer says attorney ,"jury pool, trial, chris kyle, kyle, chris kyle 's, attorney",0
AmericanSniper Great Movie Brad Cooper was amazing Too bad Chris is no longer with us God Country Honor Duty Family Semper Fi,"chris, semper fi, fi",0
I just don't get how people can talk poorly on american sniper and Chris Kyle,"chris kyle, kyle, american sniper",0
One of this guy is real patriot other is AmericanSniper Chris Kyle ,"chris kyle, kyle, americansniper",0
American sniper is 100% the most patriotic movie I've ever seen We live in the best country in the world because of people like Chris Kyle,"chris kyle, best country, world, kyle, country, people",0
AmericanSniper great movie Navy SEAL sniper Chris Kyle is an AmericanHero,"chris kyle, americanhero",0
Bill Maher Rips American Sniper As The Pro-War Propaganda Of Psychopathic Patriot Chris Kyle ,"sniper, chris kyle, kyle, american sniper, the pro-war propaganda of psychopathic",0
American Sniper portrays Iraq as overrun with Al-Qaeda but when terrorist Chris Kyle was there in 2003 Al-Qaeda was not even in Iraq,"iraq, overrun, terrorist chris kyle, chris kyle, al-qaeda",0
Bill Maher could not handle a single day with the likes of men like Chris Kyle Support AmericanSniper,"likes, americansniper, single day, chris kyle, men",0
"[1/4] AmericanSniper had a lot to say mainly for White Americans Namely White America like Chris Kyle is good just and ""knows best""","chris kyle, white americans, white, white america",0
clint eastwood with another hit americansniper,"hit, clint eastwood, americansniper",1
Speaking of the move based on ChrisKyle AmericanSniper I give u SimoHayha ,"chriskyle americansniper, simohayha",1
Texas Governor Declares Feb 2 Chris Kyle Day' ,"day, feb 2, chris kyle day",0
The Man Who Murdered ChrisKyle AmericanSniper Should Be Profiled As A Suspected Muslim Jihadist ,"suspected, jihadist, chriskyle americansniper, a suspected muslim jihadist",1
American Sniper is the only movie I've ever seen where the entire movie theatre was dead silent Chris Kyle is a legend,"chris kyle, dead silent chris kyle, only movie, entire movie theatre",0
bradley cooper re being in the american sniper movie ,"bradley cooper, movie",2
American Sniper might be one of the greatest movies I have ever seen RIPChrisKyle,"ripchriskyle, greatest movies, american sniper",2
Saw AmericanSniper twice this weekend Very powerful film ChrisKyle,"chriskyle, this weekend",2
ORDER YOUR CHRIS KYLE GEAR BOOKS AT ,"chris kyle, books, at",0
Watch Clint Eastwood's response to 'American Sniper' critics ,"american, critics, clint eastwood 's, american sniper",2
Taya Kyle says Chris and Chad Littlefield became best friends as soccer dads NBCDFW AmericanSniper ,"chad littlefield, chris, americansniper, friends, best friends, soccer",1
"""thegoldpatrol ChrisKyle AmericanSniper EddieRayRouth the victims - Chris Kyle Chad Littlefield ","thegoldpatrol chriskyle americansniper eddierayrouth, littlefield",1
Jurors view video of chase and arrest in the ChrisKyle AmericanSniper murder case - ,"chriskyle, case, chriskyle americansniper murder case",1
Today we honor the victims in the trials we are covering RIP ChrisKyle AmericanSniper ,"chriskyle, trials, americansniper, rip",1
BREAKING 'American Sniper' Tops 300M Highest Grossing War Movie of All Time HonorChrisKyle AmericanSniper ,"time, war movie, americansniper, movie, all time honorchriskyle americansniper",1
Tarleton State University Chris Kyle attended from 1992-1994 Only walking distance away from AmericanSniper trial ,"americansniper, chris kyle, trial, kyle, state university, distance",0
